PG.ProteinGroups;PG.Genes;[1] MEP_mBM_500c_40.raw.PG.Quantity;[2] MEP_mBM_500c_41.raw.PG.Quantity;[3] MEP_mBM_500c_42.raw.PG.Quantity;[4] MEP_mBM_500c_43.raw.PG.Quantity
"Q6P069;Q6P069-2";Sri;9226,9619140625;22751,404296875;11171,091796875;15575,177734375
Q6P1B1;Xpnpep1;793,426513671875;3431,611328125;2391,3642578125;4537,9375
Q6P1F6;Ppp2r2a;27464,998046875;4365,44482421875;3943,74951171875;5218,9921875
"Q6P1H6;Q6P1H6-2;Q6P1H6-3;Q6P1H6-4";Ankle2;929,7191162109375;NaN;NaN;NaN
"Q6P2K6;Q6P2K6-2";Ppp4r3a;NaN;NaN;679,1278076171875;1184,8631591796875
Q6P4S8;Ints1;NaN;797,3106689453125;1969,97705078125;2845,830322265625
Q6P4T2;Snrnp200;3422,975341796875;4897,76025390625;6296,38525390625;6579,22607421875
Q6P542;Abcf1;NaN;19095,5390625;21535,83203125;32841,19140625
Q6P5D8;Smchd1;NaN;2788,363525390625;2525,2294921875;3676,364013671875
Q6P5E4;Uggt1;10798,1474609375;3318,53564453125;2600,41259765625;2759,456787109375
Q6P5F9;Xpo1;4246,10400390625;9041,7353515625;9384,8701171875;9736,6884765625
Q6P5G6;Ubxn7;683,0701904296875;524,1246337890625;801,8142700195312;1512,4722900390625
Q6P8I4;Pcnp;NaN;5376,53125;4491,3017578125;7131,16259765625
Q6P8J7;Ckmt2;NaN;NaN;18000,751953125;NaN
Q6P8K8;Cpa4;17029,525390625;23332,77734375;1330,760986328125;NaN
Q6P8X1;Snx6;1407,083740234375;851,7582397460938;NaN;NaN
Q6P8Y0;Cfap161;NaN;6727,359375;11343,5712890625;14189,0703125
Q6P9L6;Kif15;NaN;2317,226806640625;1990,1776123046875;1618,7545166015625
Q6P9P6;Kif11;NaN;8634,822265625;9713,220703125;17207,828125
Q6PAJ1;Bcr;234,60226440429688;NaN;NaN;NaN
"Q6PAR5;Q6PAR5-2;Q6PAR5-4;Q6PAR5-5;Q6PAR5-6";Gapvd1;7251,2666015625;8700,244140625;6774,37841796875;6103,1142578125
"Q6PB44;Q6PB44-2";Ptpn23;558,5675048828125;NaN;NaN;NaN
Q6PB66;Lrpprc;7364,31494140625;6770,54638671875;8729,7060546875;10828,2470703125
"Q6PB93;Q6PB93-2";Galnt2;10587,6513671875;12030,6357421875;1542,8525390625;598,4669189453125
"Q6PCX7;Q6PCX7-2";Rgma;572,5453491210938;NaN;NaN;NaN
"Q6PD19;Q6PD19-2";;2638,379150390625;NaN;NaN;NaN
Q6PD26;Pigs;NaN;1267,853515625;1149,84326171875;611,001953125
"Q6PDG5;Q6PDG5-2";Smarcc2;459,91973876953125;NaN;NaN;NaN
"Q6PDI5;Q6PDI5-2";Ecm29;NaN;771,290771484375;3133,9033203125;1386,8887939453125
Q6PDL0;Dync1li2;1582,7691650390625;1347,3516845703125;1043,3704833984375;1309,030517578125
Q6PDM2;Srsf1;49515,6875;89945,8828125;178265,171875;238531,796875
"Q6PDN3;Q6PDN3-2;Q6PDN3-3";Mylk;132,57826232910156;1858,180908203125;1783,688232421875;1605,810302734375
Q6PDQ2;Chd4;527,6641845703125;13977,236328125;15457,8310546875;19706,326171875
Q6PE01;Snrnp40;7296,29345703125;22219,560546875;17158,26171875;25139,017578125
Q6PFR5;Tra2a;NaN;1919,5408935546875;3483,376708984375;5414,2744140625
"Q6PFY1;Q6PFY1-2";Fchsd1;7808,8466796875;NaN;NaN;85,84137725830078
"Q6PGB6;Q6PGB6-2;Q6PGB6-3;Q6PGB6-4;Q6PGB6-5";Naa50;1776,1673583984375;3862,939697265625;3513,375732421875;5176,87109375
Q6PGC1;Dhx29;NaN;326,77020263671875;NaN;2393,193359375
Q6PGH2;Jpt2;1174,7091064453125;2452,907958984375;2700,252685546875;3943,985107421875
Q6PHN9;Rab35;31420,111328125;33326,5859375;23526,3984375;19249,736328125
"Q6PHZ2;Q6PHZ2-2;Q6PHZ2-4;Q6PHZ2-5";Camk2d;4586,1552734375;878,8233032226562;1335,414794921875;545,572265625
"Q6PIC6;Q6PIE5";"Atp1a3;Atp1a2";4890,59521484375;10244,69921875;14554,4677734375;7865,490234375
Q6QD59;Bnip1;NaN;NaN;108,3153305053711;NaN
"Q6URW6;Q6URW6-2;Q6URW6-3";Myh14;61575,578125;45439,23046875;4082,839111328125;4323,7802734375
Q6VN19;Ranbp10;NaN;NaN;468,5995178222656;NaN
Q6WVG3;Kctd12;NaN;2345,963623046875;1097,3782958984375;696,1109619140625
"Q6Y685;Q6Y685-2;Q9JJG0-3;Q9JJG0-4";"Tacc1;Tacc1;Tacc2;Tacc2";4777,55322265625;NaN;NaN;NaN
"Q6ZPE2;Q6ZPE2-2";Sbf1;5434,41943359375;NaN;NaN;NaN
Q6ZPJ3;Ube2o;NaN;NaN;617,2326049804688;NaN
"Q6ZPZ3;Q6ZPZ3-2";Zc3h4;NaN;954,9988403320312;409,7004089355469;991,078857421875
"Q6ZQ08;Q6ZQ08-2;Q6ZQ08-4";Cnot1;5990,20361328125;2689,263671875;3190,469482421875;3888,310791015625
Q6ZQ38;Cand1;9053,921875;15694,0107421875;15766,49609375;19421,283203125
Q6ZQ58;Larp1;2374,1181640625;NaN;3056,58935546875;5391,5556640625
Q6ZQ73;Cand2;NaN;NaN;1370,1844482421875;3651,993408203125
Q6ZQ88;Kdm1a;503,92919921875;NaN;NaN;565,2935180664062
"Q6ZQA0;Q6ZQA0-2";Nbeal2;2382,7353515625;116,83863830566406;337,70489501953125;202,81655883789062
Q6ZQI3;Mlec;NaN;6861,4501953125;5543,7568359375;6023,52587890625
Q6ZQL4;Wdr43;NaN;1791,520263671875;1790,841064453125;2300,5830078125
Q6ZWM4;Lsm8;10366,1826171875;8806,26171875;7488,2685546875;9219,43359375
Q6ZWN5;Rps9;26291,236328125;83936,0390625;87017,8515625;127149,578125
Q6ZWQ0-3;Syne2;NaN;NaN;958,1937255859375;194,21458435058594
Q6ZWQ7;Spcs3;10587,5263671875;NaN;2009,9267578125;2636,3125
"Q6ZWR6;Q6ZWR6-4";Syne1;NaN;NaN;NaN;NaN
Q6ZWU9;Rps27;732,8555297851562;11149,15625;14585,4541015625;18769,087890625
Q6ZWV3;Rpl10;2764,172119140625;18219,802734375;30316,771484375;32941,6328125
Q6ZWV7;Rpl35;NaN;16012,962890625;15826,4970703125;22410,806640625
Q6ZWX6;Eif2s1;48011,3984375;25130,884765625;22084,380859375;30807,169921875
Q6ZWY3;Rps27l;322,46502685546875;1359,3814697265625;2021,190673828125;2631,122802734375
Q6ZWY8;Tmsb10;2580,992919921875;106337,4609375;43642,88671875;42518,69921875
Q6ZWZ2;Ube2r2;4528,673828125;2484,44189453125;3715,11669921875;NaN
Q76MZ3;Ppp2r1a;69153,3515625;19852,056640625;22692,390625;26229,607421875
Q78HU7;Gypc;NaN;826,6074829101562;5707,4775390625;2871,069091796875
Q78IK2;Usmg5;NaN;15849,947265625;31985,60546875;26096,412109375
Q78IK4;Apool;NaN;623,3618774414062;1365,572998046875;877,0786743164062
"Q78JN3;Q9WUR2;Q9WUR2-2";"Eci3;Eci2;Eci2";NaN;591,7360229492188;934,8851928710938;637,2786254882812
Q78PY7;Snd1;13321,8837890625;17809,224609375;12466,923828125;20501,9609375
Q78ZA7;Nap1l4;5196,2265625;22817,771484375;19910,091796875;27671,158203125
Q791V5;Mtch2;4182,720703125;3959,5244140625;3742,41455078125;4110,68896484375
"Q7M6Y3;Q7M6Y3-2;Q7M6Y3-3;Q7M6Y3-4;Q7M6Y3-5;Q7M6Y3-6";Picalm;NaN;6916,537109375;4942,4482421875;6654,658203125
Q7M760;Zranb1;NaN;15567,6474609375;1318,2265625;4,449914455413818
Q7SIG6;Asap2;13972,22265625;24303,44140625;149819,109375;1411,397705078125
Q7TMB8;Cyfip1;24400,654296875;3657,772216796875;2500,36572265625;3059,03271484375
"Q7TMK9;Q7TMK9-2";Syncrip;33053,2109375;41913,83203125;34213,05859375;50142,12109375
Q7TMM9;Tubb2a;99253,703125;103027,328125;58583,18359375;64669,82421875
Q7TMQ7;Wdr91;284,98089599609375;NaN;NaN;NaN
Q7TMR0;Prcp;NaN;5990,8193359375;6992,60205078125;2938,26123046875
"Q7TMY8;Q7TMY8-3";Huwe1;10116,4990234375;1303,86474609375;866,382568359375;452,6725158691406
"Q7TN22;Q7TN22-2";Txndc16;893,7861328125;NaN;NaN;NaN
"Q7TN29;Q7TN29-2";Smap2;4549,34033203125;4949,79443359375;4113,89111328125;3824,07373046875
"Q7TNC4;Q7TNC4-2;Q7TNC4-3;Q7TNC4-4";Luc7l2;3163,147216796875;9130,0966796875;10923,45703125;14593,0146484375
"Q7TNG5;Q7TNG5-2";Eml2;3402,646240234375;3459,219970703125;3180,61669921875;2357,586181640625
Q7TNV0;Dek;51567,76171875;48086,796875;143325,859375;204634,46875
Q7TPC1;Cdsn;3884,2587890625;4434,2578125;38703,359375;NaN
Q7TPR4;Actn1;61786,01953125;76797,515625;25296,27734375;20882,505859375
Q7TPV4;Mybbp1a;NaN;16678,421875;12908,640625;20179,67578125
"Q7TQ48;Q7TQ48-2";Srl;NaN;NaN;7218,4208984375;3813,521240234375
Q7TQA3;Sdr16c5;2072,843994140625;3785,098876953125;NaN;NaN
"Q7TQH0;Q7TQH0-2;Q7TQH0-3";Atxn2l;NaN;841,6923828125;1299,6888427734375;2768,020751953125
Q7TQI3;Otub1;8692,6103515625;19212,701171875;9676,05859375;15146,474609375
Q7TSC1;Prrc2a;NaN;2375,557861328125;1757,9139404296875;2175,33349609375
"Q7TSE6;Q7TSE6-2";Stk38l;478,05194091796875;NaN;NaN;NaN
Q7TSF1;Dsg1b;50274,26953125;66251,2109375;60559,30078125;2786,76416015625
Q7TSI3;Ppp6r1;NaN;1771,9593505859375;1843,8184814453125;1237,6087646484375
Q7TSV4;Pgm2;9033,1064453125;6359,4453125;2969,288818359375;3864,714599609375
Q7TT37;Elp1;NaN;722,641845703125;538,46142578125;1441,8211669921875
"Q7TT50;Q80UW5";"Cdc42bpb;Cdc42bpg";NaN;2267,12841796875;NaN;NaN
"Q80TV8;Q80TV8-2";Clasp1;2692,855712890625;5268,13818359375;1709,8446044921875;2221,784912109375
Q80U70;Suz12;NaN;NaN;549,3611450195312;727,7535400390625
Q80U93;Nup214;2826,52587890625;5955,56591796875;4672,41357421875;4529,3955078125
"Q80UG5;Q80UG5-2;Q80UG5-3";Sept9;9571,529296875;8778,7548828125;4763,5107421875;5045,27490234375
Q80UM3;Naa15;NaN;4703,9736328125;6155,216796875;10284,3271484375
Q80UM7;Mogs;13578,220703125;3470,223388671875;4084,213134765625;3937,322998046875
Q80UP5;Ankrd13a;863,0604858398438;1006,518310546875;1283,872314453125;1503,802734375
Q80UU9;Pgrmc2;2322,8798828125;6683,9384765625;1054,0430908203125;1262,8536376953125
Q80UW8;Polr2e;NaN;3212,546630859375;NaN;2362,908935546875
Q80UY1;Carnmt1;NaN;NaN;1359,0977783203125;1014,1383056640625
"Q80V42;Q80V42-2";Cpm;2245,452880859375;NaN;NaN;NaN
Q80V53;Chst14;1105,19677734375;NaN;NaN;NaN
"Q80VA0;Q80VA0-2;Q80VA0-3";Galnt7;1048,4302978515625;NaN;NaN;NaN
Q80VD1;Fam98b;NaN;3293,614501953125;2333,064208984375;NaN
Q80VJ3;Dnph1;NaN;NaN;970,6675415039062;2040,903076171875
Q80WG5;Lrrc8a;498,40155029296875;NaN;NaN;NaN
Q80WJ7;Mtdh;NaN;3939,35107421875;6375,333984375;1773,9512939453125
"Q80X19;Q80X19-2";Col14a1;12714,44140625;568,6943359375;2048,08154296875;NaN
"Q80X41;Q80X41-2;Q80X41-3;Q80X41-5";Vrk1;NaN;3211,215576171875;1708,9903564453125;1963,8297119140625
"Q80X50;Q80X50-2;Q80X50-4;Q80X50-5";Ubap2l;5292,9130859375;7015,08642578125;4819,2607421875;9431,8994140625
Q80X73;Pelo;NaN;416,7823181152344;1202,7459716796875;1221,011474609375
Q80X90;Flnb;69563,4921875;19865,75390625;6161,31884765625;1271,453125
Q80Y14;Glrx5;12438,9716796875;11384,484375;9867,501953125;9570,6474609375
Q80Y44;Ddx10;NaN;NaN;448,2525939941406;501,5351257324219
"Q80Y81;Q80Y81-2";Elac2;NaN;NaN;NaN;1459,0552978515625
Q80YR5;Safb2;14612,951171875;4446,81201171875;3029,9609375;4904,75927734375
"Q80Z38;Q80Z38-2";Shank2;804,7465209960938;NaN;NaN;NaN
Q80ZV0;Rnaseh2b;NaN;944,0372924804688;689,9517822265625;1173,8521728515625
Q810A7;Ddx42;NaN;4549,58056640625;4919,900390625;8189,10400390625
"Q810B6;Q810B6-2";Ankfy1;NaN;645,89697265625;576,692138671875;445,13836669921875
Q810D6;Grwd1;NaN;918,7769165039062;926,3911743164062;1107,5203857421875
Q811B1;Xylt1;678,7868041992188;NaN;NaN;NaN
"Q811D0;Q811D0-2;Q811D0-3";Dlg1;574,9661254882812;NaN;221,37425231933594;NaN
Q811M1;Arhgap15;NaN;553,29443359375;207,2285614013672;NaN
"Q812G0;Q812G0-2";Mgat4a;388,8020935058594;NaN;NaN;NaN
Q8BFQ4;Wdr82;NaN;NaN;1538,206298828125;1512,1025390625
Q8BFR4;Gns;8257,9658203125;2809,92529296875;1489,6986083984375;1077,6456298828125
Q8BFR5;Tufm;4067,06103515625;20902,626953125;15893,3427734375;19095,3828125
Q8BFY6;Pef1;1975,17626953125;94345,6328125;934,529541015625;493,69586181640625
"Q8BFY9;Q8BFY9-2";Tnpo1;8597,2060546875;12669,943359375;10303,884765625;13733,4423828125
Q8BFZ3;Actbl2;1529874,25;768773,25;417317,75;481944,3125
Q8BFZ9;Erlin2;2030,3621826171875;2710,37841796875;4167,69140625;2366,5703125
Q8BG05;Hnrnpa3;53055,8984375;289166,875;198462,453125;260720,046875
"Q8BG07;Q8BG07-2";Pld4;NaN;13690,64453125;10906,529296875;10771,462890625
Q8BG28;B3galnt2;328,6767272949219;NaN;NaN;NaN
Q8BG32;Psmd11;4204,13916015625;7336,291015625;8133,88623046875;9819,6416015625
"Q8BG67;Q8BG67-2";Efr3a;1018,1871337890625;422,5361633300781;4835,4609375;NaN
Q8BG73;Sh3bgrl2;1894,1842041015625;NaN;NaN;NaN
Q8BG81;Poldip3;NaN;1186,4869384765625;NaN;1900,707763671875
"Q8BGB7;Q8BGB7-2";Enoph1;1236,2930908203125;1018,67822265625;1053,94775390625;1366,1346435546875
Q8BGC4;Zadh2;NaN;1528,6097412109375;1391,44384765625;1437,538330078125
Q8BGD9;Eif4b;NaN;6760,0947265625;6236,2236328125;11295,1953125
Q8BGH2;Samm50;NaN;2922,27099609375;3439,2646484375;3532,832275390625
Q8BGQ7;Aars;6589,216796875;8614,2021484375;5241,02099609375;7733,6015625
Q8BGR9;Ublcp1;35352,84765625;866,7901000976562;698,015869140625;519,5936889648438
"Q8BGS0;Q8BGS0-2";Mak16;NaN;1047,9365234375;1868,1546630859375;2501,78857421875
Q8BGT9;Galnt12;12641,2666015625;NaN;235,26278686523438;NaN
Q8BGZ7;Krt75;12824,1083984375;68833,65625;62667,7109375;5125,21875
Q8BH04;Pck2;9266,3095703125;14791,904296875;15136,978515625;19278,80859375
Q8BH24;Tm9sf4;1306,32275390625;NaN;NaN;NaN
Q8BH43;Wasf2;2023,118896484375;2249,74951171875;1690,1260986328125;2869,537841796875
Q8BH58;Tiprl;2760,6171875;2312,84033203125;2382,166015625;500,5319519042969
Q8BH59;Slc25a12;3710,9599609375;8781,8193359375;13019,5693359375;8904,1650390625
Q8BH61;F13a1;NaN;NaN;7313,75244140625;1611,0650634765625
Q8BH69;Sephs1;10781,1328125;4961,203125;1740,7803955078125;2041,6915283203125
Q8BH74;Nup107;NaN;NaN;1662,390380859375;NaN
Q8BH93;Mapk1ip1l;NaN;1953,7938232421875;724,3209838867188;1379,926025390625
Q8BH95;Echs1;1771,86962890625;3450,708251953125;2662,96533203125;2486,790283203125
Q8BHB9;Clic6;7412,4580078125;NaN;3776,01708984375;NaN
"Q8BHD7;Q8BHD7-2";Ptbp3;3405,489013671875;39500,265625;23865,8125;21039,4765625
Q8BHG1;Nrdc;NaN;6200,3125;5938,7578125;13979,48828125
Q8BHG9;Cggbp1;NaN;2203,35888671875;1366,5120849609375;2524,8525390625
Q8BHH2;Rab9b;533,9202880859375;NaN;NaN;NaN
"Q8BHJ5;Q9QXE7";"Tbl1xr1;Tbl1x";NaN;1097,440673828125;614,6229858398438;179,57550048828125
Q8BHL8;Psmf1;NaN;2354,74658203125;1936,6080322265625;2006,9688720703125
Q8BHN0;Ppm1l;8637,64453125;NaN;NaN;932,6204833984375
"Q8BHN3;Q8BHN3-2";Ganab;204114,140625;28032,59375;20918,248046875;22774,4765625
Q8BHS3;Rbm22;NaN;NaN;1313,8001708984375;2285,8701171875
"Q8BHX3;Q8BHX3-2;Q8BHX3-3";Cdca8;NaN;NaN;981,2942504882812;1101,9918212890625
"Q8BHY3;Q8BHY3-2";Ano1;630,5468139648438;NaN;NaN;NaN
Q8BI08;Mal2;13372,9482421875;2427,478515625;1372,8038330078125;NaN
Q8BIG7;Comtd1;NaN;330,9858093261719;27,57535743713379;547,7904052734375
Q8BIJ6;Iars2;7290,1044921875;6093,25537109375;5709,51318359375;11614,5546875
Q8BIJ7;Rufy1;11,823962211608887;NaN;478,17767333984375;NaN
"Q8BIK4;Q8BIK4-2";Dock9;1592,2198486328125;NaN;NaN;NaN
Q8BIK6;Tmprss7;3409,248046875;2384,778564453125;NaN;NaN
"Q8BIL5;Q8BIL5-2";Hook1;381,7320251464844;NaN;NaN;NaN
Q8BIP0;Dars2;NaN;NaN;NaN;1317,1422119140625
"Q8BIQ5;Q8BIQ5-2";Cstf2;NaN;6842,39697265625;4661,994140625;7085,51171875
Q8BIW1;Prune1;NaN;652,9346923828125;619,007568359375;NaN
Q8BJ71;Nup93;2318,074951171875;8514,4990234375;11927,501953125;12418,34375
Q8BJF9;Chmp2b;2759,214599609375;402,67462158203125;251,13943481445312;172,37939453125
"Q8BJS4;Q8BJS4-2;Q8BJS4-3";Sun2;4533,0634765625;6101,3134765625;18311,931640625;3542,58447265625
"Q8BJU0;Q8BJU0-2";Sgta;NaN;2004,2872314453125;1474,348876953125;2298,100341796875
"Q8BJW6;Q8BJW6-2";Eif2a;NaN;4496,7392578125;2575,663818359375;5612,802734375
Q8BJY1;Psmd5;2838,806640625;14820,810546875;13301,3935546875;13119,775390625
Q8BK48;Ces2e;53740,52734375;8167,650390625;10750,3857421875;19234,283203125
"Q8BK63;Q8BK63-2";Csnk1a1;862,9368286132812;NaN;NaN;355,8159484863281
Q8BK64;Ahsa1;48312,65625;17185,234375;17264,59765625;26913,833984375
Q8BK67;Rcc2;18345,033203125;30247,208984375;39338,2109375;65837,0390625
Q8BKC5;Ipo5;NaN;7932,48876953125;15758,4658203125;20976,6796875
Q8BKG3;Ptk7;816,86328125;124,83780670166016;42,2335319519043;NaN
"Q8BKX1;Q8BKX1-2;Q8BKX1-3;Q8BKX1-4";Baiap2;28935,5390625;NaN;NaN;NaN
Q8BL00;Cdhr3;4142,736328125;715,2219848632812;9143,2255859375;NaN
Q8BL66;Eea1;3651,4775390625;NaN;NaN;NaN
"Q8BL97;Q8BL97-2;Q8BL97-3;Q8BL97-4";Srsf7;3251,72119140625;32712,37109375;56819,05859375;93910,671875
Q8BLF1;Nceh1;1609,4168701171875;1601,1390380859375;1608,0867919921875;NaN
Q8BLH7;Hirip3;NaN;NaN;NaN;2715,931396484375
Q8BM55;Tmem214;NaN;NaN;2345,791259765625;2507,727294921875
Q8BM72;Hspa13;20831,58203125;NaN;558,5213012695312;488,432861328125
Q8BMA6;Srp68;12214,7685546875;778,9732666015625;2259,2685546875;2431,25537109375
Q8BMD8;Slc25a24;NaN;1487,0587158203125;1559,60302734375;920,5588989257812
Q8BMF4;Dlat;24883,19140625;9208,6201171875;15172,814453125;7497,3046875
Q8BMJ2;Lars;21962,177734375;5909,57470703125;5014,46337890625;7519,939453125
Q8BMK4;Ckap4;20175,45703125;9691,7001953125;12223,0322265625;9352,6943359375
Q8BML9;Qars;NaN;6342,1611328125;6295,1279296875;8019,4453125
Q8BMN4;Lmln;NaN;NaN;NaN;NaN
Q8BMS1;Hadha;5334,7421875;16369,900390625;19499,6328125;15715,375
Q8BNU0;Armc6;NaN;NaN;2581,3857421875;NaN
Q8BP47;Nars;NaN;6926,70751953125;7218,2958984375;6926,7177734375
Q8BP48;Metap1;10546,69921875;NaN;NaN;908,6510620117188
Q8BP67;Rpl24;2346,736572265625;43079,1015625;37040,73046875;62888,19140625
"Q8BPB0;Q921Y0;Q921Y0-2";"Mob1b;Mob1a;Mob1a";NaN;1,8663876056671143;NaN;504,4620361328125
Q8BPB5;Efemp1;896,8379516601562;NaN;NaN;NaN
Q8BPG6;Sumf2;9018,748046875;NaN;957,890380859375;NaN
"Q8BRF7;Q8BRF7-3";Scfd1;7039,38232421875;NaN;NaN;497,24578857421875
"Q8BRH0;Q8BRH0-2";Tmtc3;9432,41796875;NaN;NaN;NaN
Q8BRN9;Cc2d1b;NaN;792,078369140625;1072,5655517578125;1509,585205078125
Q8BRT1;Clasp2;NaN;NaN;1516,9964599609375;3164,93310546875
Q8BSM7;Slc43a1;NaN;2554,799560546875;2355,305908203125;1334,4022216796875
Q8BSY0;Asph;26856,5546875;945,8991088867188;3537,16552734375;3044,4423828125
Q8BSY0-2;Asph;NaN;NaN;2367,389892578125;445,88262939453125
Q8BT60;Cpne3;14832,17578125;7733,4677734375;7336,83154296875;6207,63134765625
"Q8BTI8;Q8BTI8-3";Srrm2;619,5640258789062;12264,7314453125;10060,4365234375;11296,1904296875
Q8BTM8;Flna;17891,431640625;57888,6796875;42794,1875;35471,1328125
Q8BTS4;Nup54;2558,814453125;NaN;2199,724853515625;2321,4619140625
"Q8BTV2;Q8BTV2-2";Cpsf7;1751,834228515625;1087,614013671875;NaN;7876,8515625
Q8BTW3;Exosc6;NaN;2310,642578125;3142,3486328125;2975,64111328125
Q8BTZ7;Gmppb;NaN;1317,6529541015625;884,749267578125;1432,1180419921875
Q8BU30;Iars;22022,64453125;8753,9365234375;10226,5126953125;10629,322265625
"Q8BU33;Q8BU33-2;Q8BU33-3";Ilvbl;4946,44873046875;NaN;613,8344116210938;329,7333679199219
Q8BUI3;LRWD1;NaN;64,24589538574219;657,2247314453125;1065,5181884765625
Q8BUK6;Hook3;1047,0277099609375;270,0337829589844;346,3548583984375;NaN
Q8BVD5;Mpp7;1258,2896728515625;NaN;NaN;NaN
Q8BVF2;Pdcl3;NaN;1495,964599609375;1373,9041748046875;1926,12451171875
"Q8BVG4;Q8BVG4-2";Dpp9;7809,609375;3752,66455078125;1389,155517578125;NaN
Q8BVI4;Qdpr;2703,986572265625;5232,81396484375;5279,5087890625;7145,91064453125
Q8BVU5;Nudt9;2530,747802734375;1581,10546875;956,6636962890625;1641,651611328125
Q8BVY0;Rsl1d1;NaN;1995,569580078125;2054,31591796875;2953,074462890625
Q8BW10;Nob1;NaN;2163,12255859375;1387,83837890625;3062,067626953125
"Q8BWP8;Q8BWP8-2";B4gat1;23888,52734375;2710,891357421875;NaN;NaN
"Q8BWR2;Q8BWR2-2";Pithd1;8324,8291015625;NaN;NaN;NaN
Q8BWT1;Acaa2;2369,91748046875;21115,044921875;28424,88671875;20091,59765625
Q8BWU5;Osgep;2094,450927734375;736,803955078125;1129,662841796875;NaN
Q8BWY3;Etf1;62226,25;12409,7900390625;11862,630859375;18862,615234375
"Q8BWZ3;Q8BWZ3-2";Naa25;NaN;NaN;NaN;1803,4661865234375
Q8BXZ1;Tmx3;NaN;2092,028564453125;NaN;1145,3251953125
Q8BY71;Hat1;4557,98779296875;7014,21875;6774,0458984375;7844,13818359375
"Q8BY87;Q8BY87-2";Usp47;582,4278564453125;577,505615234375;812,2800903320312;920,6876220703125
Q8BYA0;Tbcd;NaN;NaN;1175,3179931640625;1688,1085205078125
Q8BYC6;Taok3;506,5831298828125;1226,22216796875;1770,34375;1866,2171630859375
Q8BYK8;Zc3h6;1192,3865966796875;2180,2236328125;2798,72509765625;3151,35546875
"Q8BYW1;Q8BYW1-2;Q8BYW1-3";Arhgap25;NaN;965,1954345703125;195,4985809326172;122,44811248779297
Q8BYY4;Ttc39b;1245,9844970703125;NaN;NaN;NaN
Q8BZ09;Slc25a21;NaN;5825,55859375;7363,34912109375;7803,78125
Q8BZW8;Nhlrc2;NaN;NaN;NaN;396,00360107421875
"Q8BZX4;Q8BZX4-2";Srek1;NaN;NaN;2835,84521484375;2422,309814453125
Q8C052;Map1s;NaN;1307,6885986328125;734,4367065429688;959,0089111328125
"Q8C078;Q8C078-2;Q8C078-3;Q8C078-4;Q8C078-5";Camkk2;303007,34375;22115,3359375;NaN;NaN
Q8C0C7;Farsa;14849,5146484375;13372,7509765625;11631,5390625;14884,5517578125
Q8C0E2;Vps26b;NaN;2510,386962890625;2278,74365234375;1488,9818115234375
Q8C0L0;Tmx4;NaN;1891,06640625;3689,13427734375;1500,6669921875
Q8C0M9;Asrgl1;NaN;24709,37109375;23407,416015625;17786,11328125
Q8C102;Galnt5;37815,40625;NaN;NaN;NaN
Q8C129;Lnpep;4028,117431640625;NaN;1465,048828125;1664,06787109375
Q8C166;Cpne1;8072,03759765625;11898,6826171875;8931,5859375;9780,5751953125
Q8C1A5;Thop1;8984,2861328125;3627,816650390625;1142,0906982421875;3482,448974609375
"Q8C1B7;Q8C1B7-2;Q8C1B7-3";Sept11;10694,275390625;4329,2607421875;5539,3779296875;7164,9599609375
Q8C1D8;Iws1;NaN;NaN;2012,7364501953125;2284,162353515625
Q8C2Q3;Rbm14;2502,004150390625;9479,7158203125;7160,814453125;11813,5244140625
Q8C3I8;Hgh1;NaN;NaN;274,8417053222656;144,17686462402344
Q8C3K6;Slc5a1;1717,6407470703125;NaN;NaN;NaN
Q8C4J7;Tbl3;NaN;NaN;3802,04443359375;4222,3369140625
Q8C4U3;Sfrp1;7391,296875;NaN;1136,6739501953125;739,1210327148438
Q8C570;Rae1;1696,5460205078125;7231,75634765625;6431,62353515625;7047,5
"Q8C5H8;Q8C5H8-2;Q8C5H8-3;Q8C5H8-4";Nadk2;NaN;3617,4267578125;3061,7099609375;4896,93359375
Q8C6G8;Wdr26;2250,830810546875;25639,62890625;5122,98681640625;NaN
Q8C7Q4;Rbm4;1119,419677734375;NaN;NaN;381,91015625
Q8C7U7;Galnt6;18385,310546875;NaN;NaN;1014,5439453125
"Q8C7X2;Q8C7X2-2";Emc1;579,889404296875;2,2446367740631104;525,7490844726562;1,4318500757217407
"Q8C854;Q8C854-1;Q8C854-2;Q8C854-3";Myef2;NaN;NaN;1411,0880126953125;1918,4971923828125
"Q8C863;Q8C863-2";Itch;34146,421875;4827,603515625;NaN;NaN
Q8C9S4;Ccdc186;1212,5804443359375;NaN;NaN;NaN
Q8CA72;Gan;243543,203125;NaN;NaN;NaN
"Q8CAQ8;Q8CAQ8-2;Q8CAQ8-5";Immt;36911,76953125;9308,3583984375;11563,689453125;9750,9365234375
Q8CB27;Yod1;3058,4443359375;NaN;NaN;NaN
Q8CB49;Tprg1;4501,177734375;NaN;NaN;NaN
Q8CB77;Eloa;NaN;139,93898010253906;447,4396057128906;NaN
Q8CBR6;Tsku;2047,6182861328125;NaN;NaN;NaN
"Q8CBW3;Q8CBW3-2;Q8CBW3-3;Q8CBW3-4;Q8CBW3-5";Abi1;17342,94921875;3906,210693359375;NaN;2085,5546875
"Q8CBY8;Q8CBY8-2";Dctn4;2928,013671875;NaN;1478,93115234375;NaN
"Q8CCF0;Q8CCF0-2";Prpf31;387,0711669921875;4645,0947265625;4765,23388671875;5275,6279296875
